Date,Time,accel_x,accel_y,accel_z
2022-09-04,01:51:16,9.251194954,-0.1340752989,3.79241538
2022-09-04,01:51:31,9.308655739,-0.1244984865,3.687070608
2022-09-04,01:51:46,9.423578262,-0.4692635238,3.53384161
2022-09-04,01:52:01,9.279925346,-0.04788403213,3.888183594
2022-09-04,01:52:16,9.232041359,-0.07661445439,3.79241538
2022-09-04,01:52:31,9.557653427,-0.1436520964,3.45722723
2022-09-04,01:52:46,9.461885452,-0.1436520964,3.34230566
2022-09-04,01:53:01,9.423578262,-0.1532289088,3.275267839
2022-09-04,01:53:19,0.7469909191,1.426944256,9.739612579
2022-09-04,01:53:52,0.7948749661,1.350329757,9.730035782
2022-09-04,01:55:22,0.7086837292,1.398213744,9.758766174
2022-09-04,02:00:28,0.8619126081,1.446097851,9.825803757
2022-09-04,02:01:29,0.8140285611,1.388636947,9.662998199
2022-09-04,02:03:19,0.9768342972,1.436521053,9.777919769
2022-09-04,02:04:54,0.8523358107,1.379060149,9.749189377
2022-09-04,02:06:40,-2.729389906,2.537853718,7.374141216
2022-09-04,02:06:55,8.992621422,1.015141487,4.395754337
2022-09-04,02:07:11,9.346963882,0.9672574997,3.706224203
2022-09-04,02:07:26,9.289502144,0.9672574997,3.639186621
2022-09-04,02:07:41,9.414001465,0.7182605267,3.591302633
2022-09-04,02:07:56,9.299078941,0.7852981687,3.543418407
2022-09-04,02:08:11,9.270348549,0.9193734527,3.706224203
2022-09-04,02:08:27,9.31823349,1.00556469,3.351882458
2022-09-04,02:08:42,9.212887764,0.8906430602,3.562572241
2022-09-04,02:08:57,9.222464561,0.8714894056,2.595314741
2022-09-04,02:09:12,9.251194954,0.9193734527,3.926490784
2022-09-04,02:09:27,9.308655739,0.9193734527,3.591302633
2022-09-04,02:09:42,9.145850182,0.8619126081,3.859453201
2022-09-04,02:09:57,9.184157372,0.8331822157,3.869029999
2022-09-04,02:10:12,9.011775017,0.7278373241,4.23294878
2022-09-04,02:10:27,9.002198219,0.8714894056,4.252102375
2022-09-04,02:10:42,8.954314232,0.8140285611,4.357447147
2022-09-04,02:10:57,9.040505409,0.8044517636,4.27125597
2022-09-04,02:11:12,9.088389397,0.7278373241,4.38617754
2022-09-04,02:11:27,8.992621422,0.7469909191,4.328716755
2022-09-04,02:11:42,8.944737434,0.6607996821,4.434061527
2022-09-04,02:11:57,8.973467827,0.7469909191,4.414907932
2022-09-04,02:12:12,8.925583839,0.7469909191,4.50109911
2022-09-04,02:12:27,8.963891029,0.7182605267,4.491522312
2022-09-04,02:12:42,8.801085472,0.8810662031,4.596867085
2022-09-04,02:12:57,8.81066227,0.9385270476,4.510675907
2022-09-04,02:13:31,0.1244984865,0.08619125932,9.902418137
2022-09-04,02:15:04,0.1436520964,0.09576806426,9.864110947
2022-09-04,02:16:59,0.1149216816,0.07661445439,9.950302124
2022-09-04,02:22:40,0.1532289088,0.03830722719,9.873687744
2022-09-04,02:28:19,0.517147541,0.7565677166,9.643844604
2022-09-04,02:28:38,-0.6033388376,0.2011129409,12.83292103
2022-09-04,02:28:53,0.2968810201,-0.05746084079,9.797073364
2022-09-04,02:29:08,0.383072257,-0.1149216816,9.940725327
2022-09-04,02:29:23,0.4022258818,-0.04788403213,9.883264542
2022-09-04,02:29:47,0.3926490843,-0.08619125932,9.873687744
2022-09-04,02:41:27,0.3926490843,-0.08619125932,9.873687744
2022-09-04,02:45:54,0.3926490843,-0.08619125932,9.806650162
2022-09-04,02:46:36,0.4118026793,-0.06703764945,9.883264542
2022-09-04,02:47:27,0.3447650373,-0.0287304204,9.911994934
2022-09-04,02:49:39,0.383072257,-0.06703764945,9.902418137
2022-09-04,02:51:25,0.4501099288,-0.0287304204,9.854534149
2022-09-04,02:52:30,0.4405331016,-0.09576806426,9.844957352
2022-09-04,02:54:15,0.4309563041,-0.09576806426,9.873687744
2022-09-04,02:56:11,0.3639186621,-0.009576806799,9.864110947
2022-09-04,02:57:22,0.4788403511,-0.03830722719,9.873687744
2022-09-04,02:58:21,0.4022258818,-0.03830722719,9.854534149
2022-09-04,03:03:14,0.3639186621,-0.1436520964,9.892841339
2022-09-04,03:05:36,0.3734954596,-0.0191536136,9.835380554
2022-09-04,03:08:14,0.3734954596,-0.0287304204,9.921571732
2022-09-04,03:12:19,0.3734954596,-0.0191536136,9.911994934
2022-09-04,03:13:42,-8.46589756,-3.055001259,0.4118026793
2022-09-04,03:13:59,-9.011775017,-1.024718285,2.442085743
2022-09-04,03:14:14,-8.81066227,-1.810016513,3.12203908
2022-09-04,03:14:29,-8.973467827,-1.436521053,2.815581083
2022-09-04,03:14:44,-8.054094315,-1.953668594,4.903325081
2022-09-04,03:14:59,-8.84896946,-2.030282974,2.748543501
2022-09-04,03:15:14,-9.050082207,-1.924938202,2.106897593
2022-09-04,03:15:27,-8.73404789,-1.944091797,3.323152065
2022-09-04,03:15:42,-9.212887764,-1.082179189,1.771709204
2022-09-04,03:15:57,-9.050082207,-1.216254473,2.336740971
2022-09-04,03:16:12,-9.279925346,-1.436521053,0.1340752989
2022-09-04,03:16:28,-9.251194954,-0.8619126081,1.350329757
2022-09-04,03:16:43,-9.308655739,-1.063025594,1.283292055
2022-09-04,03:16:58,-9.251194954,1.26413846,1.321599364
2022-09-04,03:17:13,-9.327810287,1.101332784,0.4118026793
2022-09-04,03:17:28,-9.327810287,1.158793569,0.5075707436
2022-09-04,03:17:43,-9.385271072,1.273715258,0.6703764796
2022-09-04,03:17:58,-9.31823349,1.18752408,0.8619126081
2022-09-04,03:18:13,-9.059659004,-1.206677675,2.777273893
2022-09-04,03:18:28,-8.916007042,-1.589749932,2.863465309
2022-09-04,03:18:43,-8.61912632,-1.532289028,3.754108191
2022-09-04,03:18:58,-8.513781548,-1.714248419,3.801992416
2022-09-04,03:19:13,-9.289502144,-0.4692635238,1.273715258
2022-09-04,03:19:28,-9.299078941,-0.7565677166,2.394201756
2022-09-04,03:19:43,-9.117119789,0.2298433632,2.461239338
2022-09-04,03:19:58,-9.078812599,0.2202665508,2.815581083
2022-09-04,03:20:13,-8.916007042,-0.2585737705,2.796427488
2022-09-04,03:20:28,-8.925583839,-0.2681505978,2.796427488
2022-09-04,03:20:43,-9.050082207,-0.517147541,2.834734917
2022-09-04,03:20:58,-8.777143478,-2.370259762,2.770091295
2022-09-04,03:21:13,0.07661445439,2.738966703,9.442731857
2022-09-04,03:21:29,0.4979939461,1.043871999,9.844957352
2022-09-04,03:21:59,0.9193734527,1.417367458,9.710882187
2022-09-04,03:22:28,0.9481038451,1.340752959,9.768342972
2022-09-04,03:23:57,0.9002198577,1.379060149,9.720458984
2022-09-04,03:25:53,0.9481038451,1.312022567,9.787496567
2022-09-04,03:26:20,0.9097966552,1.379060149,9.739612579
2022-09-04,03:27:15,0.9385270476,1.388636947,9.797073364
2022-09-04,03:34:50,0.9385270476,1.359906554,9.797073364
2022-09-04,03:39:09,0.9481038451,1.369483352,9.816226959
2022-09-04,03:46:34,0.8810662031,1.340752959,9.749189377
2022-09-04,03:57:34,0.8619126081,1.359906554,9.691728592
2022-09-04,04:03:35,0.9193734527,1.417367458,9.749189377
2022-09-04,04:17:57,0.6703764796,1.312022567,9.777919769
2022-09-04,04:23:21,0.7469909191,1.675941229,9.720458984
2022-09-04,04:23:36,0.7852981687,1.589749932,9.701305389
2022-09-04,04:27:16,0.2873041928,1.685518026,9.701305389
2022-09-04,04:35:23,0.2777273953,1.628057122,9.701305389
2022-09-04,04:43:55,0.2873041928,1.685518026,9.777919769
2022-09-04,04:53:20,0.5650315881,1.321599364,9.768342972
2022-09-04,05:09:02,0.08619125932,1.89620769,9.643844604
2022-09-04,05:15:02,0.09576806426,1.915361404,9.672574997
2022-09-04,05:16:29,0.08619125932,1.915361404,9.720458984
2022-09-04,05:29:51,0.0287304204,1.991975784,9.701305389
2022-09-04,05:45:26,0.0287304204,1.89620769,9.643844604
2022-09-04,05:59:39,0.1532289088,1.350329757,9.758766174
2022-09-04,06:09:21,0.1915361285,1.359906554,9.777919769
2022-09-04,06:20:05,0.1723825186,1.369483352,9.739612579
2022-09-04,06:23:53,0.1723825186,1.350329757,9.787496567
2022-09-04,06:24:08,0.2106897533,1.350329757,9.710882187
2022-09-04,06:24:24,0.181959331,1.302445769,9.749189377
2022-09-04,06:24:39,0.1436520964,1.340752959,9.682151794
2022-09-04,06:24:54,0.1340752989,1.331176162,9.749189377
2022-09-04,06:25:09,0.2106897533,1.369483352,9.682151794
2022-09-04,06:25:24,0.1053448766,1.340752959,9.787496567
2022-09-04,06:25:39,0.1915361285,1.379060149,9.758766174
2022-09-04,06:25:54,0.2202665508,1.350329757,9.835380554
2022-09-04,06:26:09,0.2106897533,1.350329757,9.777919769
2022-09-04,06:26:24,0.2011129409,1.369483352,9.758766174
2022-09-04,06:26:39,0.2394201756,1.417367458,9.730035782
2022-09-04,06:26:54,0.1436520964,1.273715258,9.768342972
2022-09-04,06:27:09,0.2011129409,1.359906554,9.816226959
2022-09-04,06:27:24,0.2011129409,1.312022567,9.835380554
2022-09-04,06:27:39,0.1723825186,1.283292055,9.787496567
2022-09-04,06:30:02,0.1532289088,1.302445769,9.730035782
2022-09-04,06:38:55,0.3351882398,1.455674648,9.768342972
2022-09-04,06:42:57,0.3256114423,1.513135433,9.662998199
2022-09-04,06:50:02,-2.403778553,-0.9768342972,9.50976944
2022-09-04,06:50:17,-2.403778553,-0.9672574997,9.43315506
2022-09-04,06:50:32,4.079719543,5.698200226,6.703764915
2022-09-04,06:50:55,2.585737944,1.532289028,9.461885452
2022-09-04,06:51:37,2.652775526,1.484405041,9.538499832
2022-09-04,06:54:09,2.662352324,1.551442742,9.404424667
2022-09-04,06:58:40,2.710236311,1.551442742,9.461885452
2022-09-04,07:06:29,2.796427488,1.474828243,9.404424667
2022-09-04,07:20:56,1.130063176,1.340752959,9.682151794
2022-09-04,07:30:07,1.063025594,1.388636947,9.768342972
2022-09-04,07:38:58,0.9768342972,1.417367458,9.806650162
2022-09-04,07:52:26,0.9768342972,1.465251446,9.701305389
2022-09-04,07:52:41,0.9097966552,1.426944256,9.749189377
2022-09-04,07:52:56,1.053448796,1.436521053,9.720458984
2022-09-04,07:53:11,0.9768342972,1.417367458,9.730035782
2022-09-04,07:53:32,0.9576807022,1.426944256,9.730035782
2022-09-04,08:02:20,1.034295082,1.474828243,9.768342972
2022-09-04,08:15:44,0.9193734527,1.426944256,9.758766174
2022-09-04,08:16:36,0.9481038451,1.369483352,9.777919769
2022-09-04,08:22:18,0.9576807022,1.426944256,9.739612579
2022-09-04,08:32:08,0.9481038451,1.474828243,9.758766174
2022-09-04,08:35:12,1.00556469,1.426944256,9.787496567
2022-09-04,08:43:13,0.9576807022,1.407790542,9.768342972
2022-09-04,08:43:28,0.9385270476,1.359906554,9.749189377
2022-09-04,08:43:43,1.024718285,1.446097851,9.662998199
2022-09-04,08:44:09,1.216254473,1.388636947,9.710882187
2022-09-04,08:44:30,-7.824251175,-5.372588634,1.177947283
2022-09-04,08:45:17,-4.932055473,5.104437828,-6.339846134
2022-09-04,08:45:32,0.9097966552,0.8331822157,-9.653421402
2022-09-04,08:48:15,-6.138733387,5.640739441,-4.443638325
2022-09-04,08:50:27,-0.04788403213,-0.4405331016,11.10909557
2022-09-04,08:50:42,-3.734954596,2.882618904,8.552088737
2022-09-04,08:50:57,-2.671929121,2.796427488,8.944737434
2022-09-04,08:51:12,-2.767697096,3.485957623,8.561665535
2022-09-04,08:51:27,-3.016694069,3.102885485,8.829815865
2022-09-04,08:51:42,-3.141192675,2.652775526,8.6957407
2022-09-04,08:51:57,-1.8579005,4.290409565,8.494627953
2022-09-04,08:52:12,0.5746083856,5.27682066,8.54251194
2022-09-04,08:52:27,-0.8236053586,3.763684988,9.059659004
2022-09-04,08:52:42,-1.493981838,2.221819162,9.452308655
2022-09-04,08:52:57,-1.762132406,3.974374771,8.820239067
2022-09-04,08:53:12,-2.432508945,3.936067581,8.762778282
2022-09-04,08:53:27,-1.417367458,3.524264812,9.346963882
2022-09-04,08:53:42,5.736507416,-7.785943985,-0.9002198577
2022-09-04,08:53:57,6.828263283,-7.240066051,-0.1436520964
2022-09-04,08:54:12,6.866570473,-7.307103634,-0.2681505978
2022-09-04,08:54:28,6.397306919,-7.441178799,-0.03830722719
2022-09-04,08:54:45,8.456320763,-3.964797974,-3.667917013
2022-09-04,08:55:00,7.671022415,0.8331822157,-6.110002518
2022-09-04,08:55:21,7.671022415,0.4118026793,-6.330269337
2022-09-04,08:55:43,7.61356163,0.3447650373,-6.349422932
2022-09-04,08:56:01,7.469909191,-0.2777273953,-6.454767704
2022-09-04,08:56:21,7.460332394,-0.1723825186,-6.598419666
2022-09-04,08:56:45,7.422025204,-0.1915361285,-6.646304131
2022-09-04,08:57:21,7.450755596,-0.2394201756,-6.675034523
2022-09-04,08:59:09,7.469909191,0.1628057212,-6.531382084
2022-09-04,09:00:43,6.330269337,1.867477298,-7.345410824
2022-09-04,09:04:01,0.1723825186,9.615114212,-0.4884171486
2022-09-04,09:05:13,2.56658411,7.240066051,7.422025204
2022-09-04,09:05:28,1.628057122,9.308655739,2.183511972
2022-09-04,09:05:43,7.019799232,6.780379295,-1.800439715
2022-09-04,09:05:58,6.301538944,7.077260017,-2.11647439
2022-09-04,09:06:13,5.937620163,7.287950039,-2.978386879
2022-09-04,09:06:28,7.192182064,5.784391403,-3.371036053
2022-09-04,09:06:43,6.655880928,6.215347767,-3.45722723
2022-09-04,09:06:59,6.330269337,6.856993675,-3.016694069
2022-09-04,09:07:14,6.10042572,6.751648903,-3.275267839
2022-09-04,09:07:29,6.378153324,6.751648903,-3.466804028
2022-09-04,09:07:44,5.870582581,7.144298077,-2.758120298
2022-09-04,09:07:59,6.177040577,6.95276165,-3.141192675
2022-09-04,09:08:14,5.726930618,7.201758862,-3.227383852
2022-09-04,09:08:29,5.822698593,7.489062786,-2.777273893
2022-09-04,09:08:44,6.052541733,7.125144482,-2.892195702
2022-09-04,09:08:59,6.186617374,7.182605267,-2.997540474
2022-09-04,09:09:14,5.899312973,7.307103634,-3.169923067
2022-09-04,09:09:29,6.033388138,7.575253963,-2.001552582
2022-09-04,09:09:44,5.822698593,7.632715225,-2.346317768
2022-09-04,09:09:59,5.803544998,7.393294811,-2.796427488
2022-09-04,09:10:14,5.784391403,7.201758862,-2.652775526
2022-09-04,09:10:29,6.445190907,6.79953289,-2.748543501
2022-09-04,09:10:44,5.966350555,7.393294811,-2.748543501
2022-09-04,09:10:59,5.870582581,7.335834026,-2.825158119
2022-09-04,09:11:14,6.263231754,6.856993675,-1.800439715
2022-09-04,09:11:29,5.918466568,6.962338448,-3.610456228
2022-09-04,09:11:44,5.726930618,7.173028469,-3.754108191
2022-09-04,09:11:59,5.889736176,7.010222435,-3.505111217
2022-09-04,09:12:14,-0.4692635238,9.653421402,-0.1915361285
2022-09-04,09:12:29,-0.7086837292,9.260771751,-2.557007313
2022-09-04,09:12:45,-1.944091797,9.002198219,-2.15478158
2022-09-04,09:13:00,-2.087743998,8.6957407,-3.179499865
2022-09-04,09:13:15,-1.934514999,8.801085472,-3.093308687
2022-09-04,09:13:30,-3.236960649,8.667010307,-2.212242365
2022-09-04,09:13:45,-2.518700123,8.877699852,-2.480392933
2022-09-04,09:14:00,-1.216254473,9.059659004,-2.892195702
2022-09-04,09:14:15,-1.8579005,8.714894295,-3.438073635
2022-09-04,09:14:30,-1.695094824,8.609549522,-3.840299606
2022-09-04,09:14:45,-2.260126352,8.714894295,-3.294421434
2022-09-04,09:15:00,5.755661011,7.747636795,-1.541865945
2022-09-04,09:15:15,6.655880928,7.527369976,-3.265691042
2022-09-04,09:15:30,6.167463779,7.010222435,-2.949656487
2022-09-04,09:15:45,5.908889771,7.02937603,-3.485957623
2022-09-04,09:16:00,5.98550415,7.153874874,-3.12203908
2022-09-04,09:16:15,5.669469833,7.268796444,-3.399766445
2022-09-04,09:16:30,5.861005783,7.173028469,-3.447650433
2022-09-04,09:16:45,5.525817394,7.671022415,-2.834734917
2022-09-04,09:17:00,5.372588634,7.431602001,-3.543418407
2022-09-04,09:17:15,5.152322292,6.95276165,-4.491522312
2022-09-04,09:17:30,5.248090267,7.134721279,-4.022258759
2022-09-04,09:17:45,6.531382084,6.895300865,-2.806004286
2022-09-04,09:18:00,6.02381134,6.780379295,-3.715801001
2022-09-04,09:18:15,5.736507416,6.770802498,-4.242525578
2022-09-04,09:18:31,6.694188118,5.995080948,-2.461239338
2022-09-04,09:18:46,5.659893036,6.847416878,-4.252102375
2022-09-04,09:19:01,5.928043365,6.655880928,-3.869029999
2022-09-04,09:19:16,5.487510204,6.742072105,-4.596867085
2022-09-04,09:19:31,9.107542992,3.447650433,3.035847664
2022-09-04,09:20:04,0.1436520964,1.158793569,9.739612579
2022-09-04,09:20:40,0.1244984865,1.149216771,9.787496567
2022-09-04,09:21:25,0.1244984865,1.139639974,9.768342972
2022-09-04,09:23:39,0.1149216816,1.101332784,9.816226959
2022-09-04,09:24:25,-3.313575268,-0.6129156351,9.155426979
2022-09-04,09:24:40,-0.8810662031,0.9193734527,9.758766174
2022-09-04,09:24:55,-0.8523358107,0.9289502501,9.864110947
2022-09-04,09:25:10,-0.8236053586,0.9193734527,9.777919769
2022-09-04,09:25:25,-1.034295082,0.5458779931,9.758766174
2022-09-04,09:25:40,-1.120486379,0.8044517636,9.768342972
2022-09-04,09:25:55,-1.024718285,0.9576807022,9.691728592
2022-09-04,09:26:10,-0.9385270476,0.181959331,9.797073364
2022-09-04,09:26:25,-1.053448796,0.09576806426,10.08437729
2022-09-04,09:26:40,-1.101332784,0.05746084079,9.816226959
2022-09-04,09:26:55,-1.168370485,0.04788403213,9.701305389
2022-09-04,09:27:10,0.1149216816,0.7661445141,-9.682151794
2022-09-04,09:27:26,0.08619125932,0.7374141216,-9.701305389
2022-09-04,09:27:41,0.1149216816,0.7374141216,-9.634267807
2022-09-04,09:27:56,0.1532289088,0.6799532771,-9.710882187
2022-09-04,09:28:11,0.1723825186,0.7374141216,-9.730035782
2022-09-04,09:28:26,0.1436520964,0.7182605267,-9.672574997
2022-09-04,09:28:41,0.1340752989,0.7182605267,-9.672574997
2022-09-04,09:28:56,0.1244984865,0.7086837292,-9.691728592
2022-09-04,09:29:11,0.1340752989,0.7469909191,-9.662998199
2022-09-04,09:29:26,0.1436520964,0.7278373241,-9.720458984
2022-09-04,09:29:41,0.1436520964,0.6991068721,-9.768342972
2022-09-04,09:29:56,-0.1723825186,0.5075707436,-9.662998199
2022-09-04,09:30:11,2.585737944,3.485957623,8.925583839
2022-09-04,09:30:26,0.3734954596,-0.09576806426,9.911994934
2022-09-04,09:30:41,0.3639186621,-0.1340752989,9.892841339
2022-09-04,09:31:11,0.3543418646,-0.08619125932,9.892841339
2022-09-04,09:31:39,0.2873041928,-0.0287304204,9.854534149
2022-09-04,09:32:27,0.4022258818,-0.06703764945,9.873687744
2022-09-04,09:32:46,0.3351882398,-0.1053448766,9.883264542
2022-09-04,09:34:08,0.3734954596,-0.07661445439,9.979032516
2022-09-04,09:35:35,0.3734954596,-0.09576806426,9.902418137
2022-09-04,09:41:20,0.3734954596,-0.08619125932,9.844957352
2022-09-04,09:56:34,0.3543418646,-0.04788403213,9.902418137
2022-09-04,10:05:52,0.3351882398,-0.1149216816,9.864110947
2022-09-04,10:10:49,0.3256114423,-0.1244984865,9.825803757
2022-09-04,10:13:27,0.316034615,-0.1053448766,9.950302124
2022-09-04,10:15:38,0.3447650373,-0.1149216816,9.864110947
2022-09-04,10:16:35,3.734954596,6.177040577,6.981492043
2022-09-04,10:16:50,2.11647439,4.165910721,8.303091049
2022-09-04,10:17:05,1.407790542,5.401319027,8.111555099
2022-09-04,10:17:20,0.4022258818,10.00776291,7.623138428
2022-09-04,10:17:38,0.4405331016,-0.2777273953,9.902418137
2022-09-04,10:19:08,0.4596867263,-0.181959331,9.854534149
2022-09-04,10:19:49,0.3926490843,-0.2202665508,9.864110947
2022-09-04,10:20:34,0.4501099288,-0.2394201756,9.921571732
2022-09-04,10:22:47,0.5363011956,-0.1915361285,9.921571732
2022-09-04,10:23:19,0.4501099288,-0.1532289088,9.902418137
2022-09-04,10:23:57,0.5075707436,-0.181959331,9.844957352
2022-09-04,10:25:10,0.383072257,-0.1723825186,9.931148529
2022-09-04,10:26:52,0.4692635238,-0.181959331,9.854534149
2022-09-04,10:27:42,6.406883717,7.240066051,4.960785866
2022-09-04,10:27:57,4.252102375,8.791508675,-0.3543418646
2022-09-04,10:28:12,5.267243862,7.393294811,4.137180328
2022-09-04,10:28:27,5.123591423,7.479485989,3.801992416
2022-09-04,10:28:42,5.35343504,7.479485989,3.667917013
2022-09-04,10:28:57,5.573701382,7.153874874,3.811569214
2022-09-04,10:29:12,5.477933407,7.144298077,3.983951569
2022-09-04,10:29:27,4.922478676,7.335834026,4.548983097
2022-09-04,10:29:42,0.4596867263,5.497087002,8.130708694
2022-09-04,10:29:58,1.00556469,5.027823448,8.370129585
