Date,Open,High,Low,Close,Adj Close,Volume
2020-08-14,114.830002,115.000000,113.044998,114.907501,113.348923,165565200
2020-08-17,116.062500,116.087502,113.962502,114.607498,113.052994,119561600
2020-08-18,114.352501,116.000000,114.007500,115.562500,113.995041,105633600
2020-08-19,115.982498,117.162498,115.610001,115.707497,114.138062,145538000
2020-08-20,115.750000,118.392502,115.732498,118.275002,116.670746,126907200
2020-08-21,119.262497,124.867500,119.250000,124.370003,122.683075,338054800
2020-08-24,128.697495,128.785004,123.937500,125.857498,124.150391,345937600
2020-08-25,124.697502,125.180000,123.052498,124.824997,123.131905,211495600
2020-08-26,126.180000,126.992500,125.082497,126.522499,124.806374,163022400
2020-08-27,127.142502,127.485001,123.832497,125.010002,123.314392,155552400
2020-08-28,126.012497,126.442497,124.577499,124.807503,123.114632,187630000
2020-08-31,127.580002,131.000000,126.000000,129.039993,127.289726,225702700
2020-09-01,132.759995,134.800003,130.529999,134.179993,132.359985,151948100
2020-09-02,137.589996,137.979996,127.000000,131.399994,129.617706,200119000
2020-09-03,126.910004,128.839996,120.500000,120.879997,119.240410,257599600
2020-09-04,120.070000,123.699997,110.889999,120.959999,119.319328,332607200
2020-09-08,113.949997,118.989998,112.680000,112.820000,111.289734,231366600
2020-09-09,117.260002,119.139999,115.260002,117.320000,115.728691,176940500
2020-09-10,120.360001,120.500000,112.500000,113.489998,111.950638,182274400
2020-09-11,114.570000,115.230003,110.000000,112.000000,110.480850,180860300
2020-09-14,114.720001,115.930000,112.800003,115.360001,113.795265,140150100
2020-09-15,118.330002,118.830002,113.610001,115.540001,113.972832,184642000
2020-09-16,115.230003,116.000000,112.040001,112.129997,110.609085,154679000
2020-09-17,109.720001,112.199997,108.709999,110.339996,108.843361,178011000
2020-09-18,110.400002,110.879997,106.089996,106.839996,105.390846,287104900
2020-09-21,104.540001,110.190002,103.099998,110.080002,108.586906,195713800
2020-09-22,112.680000,112.860001,109.160004,111.809998,110.293419,183055400
2020-09-23,111.620003,112.110001,106.769997,107.120003,105.667053,150718700
2020-09-24,105.169998,110.250000,105.000000,108.220001,106.752121,167743300
2020-09-25,108.430000,112.440002,107.669998,112.279999,110.757050,149981400
2020-09-28,115.010002,115.320000,112.779999,114.959999,113.400696,137672400
2020-09-29,114.550003,115.309998,113.570000,114.089996,112.542519,99382200
2020-09-30,113.790001,117.260002,113.620003,115.809998,114.239174,142675200
2020-10-01,117.639999,117.720001,115.830002,116.790001,115.205887,116120400
2020-10-02,112.889999,115.370003,112.220001,113.019997,111.487015,144712000
2020-10-05,113.910004,116.650002,113.550003,116.500000,114.919823,106243800
2020-10-06,115.699997,116.120003,112.250000,113.160004,111.625122,161498200
2020-10-07,114.620003,115.550003,114.129997,115.080002,113.519081,96849000
2020-10-08,116.250000,116.400002,114.589996,114.970001,113.410568,83477200
2020-10-09,115.279999,117.000000,114.919998,116.970001,115.383453,100506900
2020-10-12,120.059998,125.180000,119.279999,124.400002,122.712662,240226800
2020-10-13,125.269997,125.389999,119.650002,121.099998,119.457428,262330500
2020-10-14,121.000000,123.029999,119.620003,121.190002,119.546211,150712000
2020-10-15,118.720001,121.199997,118.150002,120.709999,119.072708,112559200
2020-10-16,121.279999,121.550003,118.809998,119.019997,117.405640,115393800
2020-10-19,119.959999,120.419998,115.660004,115.980003,114.406876,120639300
2020-10-20,116.199997,118.980003,115.629997,117.510002,115.916115,124423700
2020-10-21,116.669998,118.709999,116.449997,116.870003,115.284805,89946000
2020-10-22,117.449997,118.040001,114.589996,115.750000,114.179985,101988000
2020-10-23,116.389999,116.550003,114.279999,115.040001,113.479614,82572600
2020-10-26,114.010002,116.550003,112.879997,115.050003,113.489479,111850700
2020-10-27,115.489998,117.279999,114.540001,116.599998,115.018463,92276800
2020-10-28,115.050003,115.430000,111.099998,111.199997,109.691711,143937800
2020-10-29,112.370003,116.930000,112.199997,115.320000,113.755821,146129200
2020-10-30,111.059998,111.989998,107.720001,108.860001,107.383446,190272600
2020-11-02,109.110001,110.680000,107.320000,108.769997,107.294662,122866900
2020-11-03,109.660004,111.489998,108.730003,110.440002,108.942009,107624400
2020-11-04,114.139999,115.589996,112.349998,114.949997,113.390831,138235500
2020-11-05,117.949997,119.620003,116.870003,119.029999,117.415504,126387100
2020-11-06,118.320000,119.199997,116.129997,118.690002,117.282104,114457900
2020-11-09,120.500000,121.989998,116.050003,116.320000,114.940224,154515300
2020-11-10,115.550003,117.589996,114.129997,115.970001,114.594368,138023400
2020-11-11,117.190002,119.629997,116.440002,119.489998,118.072617,112295000
2020-11-12,119.620003,120.529999,118.570000,119.209999,117.795944,103162300
2020-11-13,119.440002,119.669998,117.870003,119.260002,117.845345,81581900
2020-11-16,118.919998,120.989998,118.150002,120.300003,118.873016,91183000
2020-11-17,119.550003,120.669998,118.959999,119.389999,117.973808,74271000
2020-11-18,118.610001,119.820000,118.000000,118.029999,116.629936,76322100
2020-11-19,117.589996,119.059998,116.809998,118.639999,117.232697,74113000
2020-11-20,118.639999,118.769997,117.290001,117.339996,115.948112,73604300
2020-11-23,117.180000,117.620003,113.750000,113.849998,112.499519,127959300
2020-11-24,113.910004,115.849998,112.589996,115.169998,113.803871,113874200
2020-11-25,115.550003,116.750000,115.169998,116.029999,114.653656,76499200
2020-11-27,116.570000,117.489998,116.220001,116.589996,115.207016,46691300
2020-11-30,116.970001,120.970001,116.809998,119.050003,117.637833,169410200
2020-12-01,121.010002,123.470001,120.010002,122.720001,121.264297,127728200
2020-12-02,122.019997,123.370003,120.889999,123.080002,121.620041,89004200
2020-12-03,123.519997,123.779999,122.209999,122.940002,121.481697,78967600
2020-12-04,122.599998,122.860001,121.519997,122.250000,120.799873,78260400
2020-12-07,122.309998,124.570000,122.250000,123.750000,122.282082,86712000
2020-12-08,124.370003,124.980003,123.089996,124.379997,122.904610,82225500
2020-12-09,124.529999,125.949997,121.000000,121.779999,120.335449,115089200
2020-12-10,120.500000,123.870003,120.150002,123.239998,121.778130,81312200
2020-12-11,122.430000,122.760002,120.550003,122.410004,120.957977,86939800
2020-12-14,122.599998,123.349998,121.540001,121.779999,120.335449,79184500
2020-12-15,124.339996,127.900002,124.129997,127.879997,126.363091,157243700
2020-12-16,127.410004,128.369995,126.559998,127.809998,126.293922,98208600
2020-12-17,128.899994,129.580002,128.039993,128.699997,127.173363,94359800
2020-12-18,128.960007,129.100006,126.120003,126.660004,125.157570,192541500
2020-12-21,125.019997,128.309998,123.449997,128.229996,126.708939,121251600
2020-12-22,131.610001,134.410004,129.649994,131.880005,130.315643,168904800
2020-12-23,132.160004,132.429993,130.779999,130.960007,129.406555,88223700
2020-12-24,131.320007,133.460007,131.100006,131.970001,130.404556,54930100
2020-12-28,133.990005,137.339996,133.509995,136.690002,135.068573,124486200
2020-12-29,138.050003,138.789993,134.339996,134.869995,133.270172,121047300
2020-12-30,135.580002,135.990005,133.399994,133.720001,132.133820,96452100
2020-12-31,134.080002,134.740005,131.720001,132.690002,131.116043,99116600
2021-01-04,133.520004,133.610001,126.760002,129.410004,127.874954,143301900
2021-01-05,128.889999,131.740005,128.429993,131.009995,129.455948,97664900
2021-01-06,127.720001,131.050003,126.379997,126.599998,125.098282,155088000
2021-01-07,128.360001,131.630005,127.860001,130.919998,129.367035,109578200
2021-01-08,132.429993,132.630005,130.229996,132.050003,130.483627,105158200
2021-01-11,129.190002,130.169998,128.500000,128.979996,127.450058,100384500
2021-01-12,128.500000,129.690002,126.860001,128.800003,127.272194,91951100
2021-01-13,128.759995,131.449997,128.490005,130.889999,129.337387,88636800
2021-01-14,130.800003,131.000000,128.759995,128.910004,127.380875,90221800
2021-01-15,128.779999,130.220001,127.000000,127.139999,125.631874,111598500
2021-01-19,127.779999,128.710007,126.940002,127.830002,126.313698,90757300
2021-01-20,128.660004,132.490005,128.550003,132.029999,130.463867,104319500
2021-01-21,133.800003,139.669998,133.589996,136.869995,135.246460,120150900
2021-01-22,136.279999,139.850006,135.020004,139.070007,137.420380,114459400
2021-01-25,143.070007,145.089996,136.539993,142.919998,141.224686,157611700
2021-01-26,143.600006,144.300003,141.369995,143.160004,141.461853,98390600
2021-01-27,143.429993,144.300003,140.410004,142.059998,140.374878,140843800
2021-01-28,139.520004,141.990005,136.699997,137.089996,135.463806,142621100
2021-01-29,135.830002,136.740005,130.210007,131.960007,130.394669,177523800
2021-02-01,133.750000,135.380005,130.929993,134.139999,132.548828,106239800
2021-02-02,135.729996,136.309998,134.610001,134.990005,133.388748,83305400
2021-02-03,135.759995,135.770004,133.610001,133.940002,132.351212,89880900
2021-02-04,136.300003,137.399994,134.589996,137.389999,135.760300,84183100
2021-02-05,137.350006,137.419998,135.860001,136.759995,135.339691,75693800
2021-02-08,136.029999,136.960007,134.919998,136.910004,135.488144,71297200
2021-02-09,136.619995,137.880005,135.850006,136.009995,134.597473,76774200
2021-02-10,136.479996,136.990005,134.399994,135.389999,133.983917,73046600
2021-02-11,135.899994,136.389999,133.770004,135.130005,133.726639,64280000
2021-02-12,134.350006,135.529999,133.690002,135.369995,133.964111,60145100
2021-02-16,135.490005,136.009995,132.789993,133.190002,131.806793,80576300
2021-02-17,131.250000,132.220001,129.470001,130.839996,129.481186,97918500
2021-02-18,129.199997,130.000000,127.410004,129.710007,128.362915,96856700
2021-02-19,130.240005,130.710007,128.800003,129.869995,128.521255,87668800
2021-02-22,128.009995,129.720001,125.599998,126.000000,124.691452,103916400
2021-02-23,123.760002,126.709999,118.389999,125.860001,124.552902,158273000
2021-02-24,124.940002,125.559998,122.230003,125.349998,124.048195,111039900
2021-02-25,124.680000,126.459999,120.540001,120.989998,119.733475,148199500
2021-02-26,122.589996,124.849998,121.199997,121.260002,120.000671,164560400
2021-03-01,123.750000,127.930000,122.790001,127.790001,126.462860,116307900
2021-03-02,128.410004,128.720001,125.010002,125.120003,123.820580,102260900
2021-03-03,124.809998,125.709999,121.839996,122.059998,120.792366,112966300
2021-03-04,121.750000,123.599998,118.620003,120.129997,118.882401,178155000
2021-03-05,120.980003,121.940002,117.570000,121.419998,120.159012,153766600
2021-03-08,120.930000,121.000000,116.209999,116.360001,115.151550,154376600
2021-03-09,119.029999,122.059998,118.790001,121.089996,119.832436,129525800
2021-03-10,121.690002,122.169998,119.449997,119.980003,118.733971,111943300
2021-03-11,122.540001,123.209999,121.260002,121.959999,120.693398,103026500
2021-03-12,120.400002,121.169998,119.160004,121.029999,119.773056,88105100
2021-03-15,121.410004,124.000000,120.419998,123.989998,122.702316,92403800
2021-03-16,125.699997,127.220001,124.720001,125.570000,124.265907,115227900
2021-03-17,124.050003,125.860001,122.339996,124.760002,123.464317,111932600
2021-03-18,122.879997,123.180000,120.320000,120.529999,119.278244,121229700
2021-03-19,119.900002,121.430000,119.680000,119.989998,118.743858,185549500
2021-03-22,120.330002,123.870003,120.260002,123.389999,122.108551,111912300
2021-03-23,123.330002,124.239998,122.139999,122.540001,121.267380,95467100
2021-03-24,122.820000,122.900002,120.070000,120.089996,118.842812,88530500
2021-03-25,119.540001,121.660004,119.000000,120.589996,119.337624,98844700
2021-03-26,120.349998,121.480003,118.919998,121.209999,119.951187,94071200
2021-03-29,121.650002,122.580002,120.730003,121.389999,120.129318,80819200
2021-03-30,120.110001,120.400002,118.860001,119.900002,118.654793,85671900
2021-03-31,121.650002,123.519997,121.150002,122.150002,120.881432,118323800
2021-04-01,123.660004,124.180000,122.489998,123.000000,121.722595,75089100
2021-04-05,123.870003,126.160004,123.070000,125.900002,124.592491,88651200
2021-04-06,126.500000,127.129997,125.650002,126.209999,124.899269,80171300
2021-04-07,125.830002,127.919998,125.139999,127.900002,126.571709,83466700
2021-04-08,128.949997,130.389999,128.520004,130.360001,129.006165,88844600
2021-04-09,129.800003,133.039993,129.470001,133.000000,131.618729,106686700
2021-04-12,132.520004,132.850006,130.630005,131.240005,129.877029,91420000
2021-04-13,132.440002,134.660004,131.929993,134.429993,133.033890,91266500
2021-04-14,134.940002,135.000000,131.660004,132.029999,130.658813,87222800
2021-04-15,133.820007,135.000000,133.639999,134.500000,133.103180,89347100
2021-04-16,134.300003,134.669998,133.279999,134.160004,132.766708,84922400
